,timestamp,Stock,Close,Volume,RSI,BBANDS_Up,BBANDS_Mid,BBANDS_Low,BETA,Sector,Name,Employees,Exchange_Symbol,Market Cap,Reward,RISK,Reward_Risk
7279,2019-11-12 00:00:00-05:00,ALGN,258.97,595008.0,75.79454394646496,261.03432748260843,258.51800000000014,256.0016725173919,0.6240592089265484,Healthcare,Align Technology Inc.,8715,Nasdaq Global Select,20470958165.690742,24.205456053535045,19.65638153799218,0.5704459661855866
7643,2019-11-12 00:00:00-05:00,ALLE,114.7,565348.0,63.52025236479973,116.79885940506864,115.57200000000013,114.34514059493164,0.5270414928930063,Industrials,Allegion plc,10000,New York Stock Exchange,10803967532.054443,36.47974763520027,16.600386547884387,0.4586651200868141
8007,2019-11-12 00:00:00-05:00,AGN,181.96,2774212.0,84.60858741118193,183.37388933664562,180.41000000000003,177.4461106633544,0.18692464840510156,Healthcare,Allergan plc,17800,New York Stock Exchange,62144631707.562126,15.39141258881807,5.886927034500708,0.6279899486418258
8371,2019-11-12 00:00:00-05:00,ADS,108.76,1174810.0,42.448854781633365,110.59283228873699,106.75000000000028,102.90716771126353,0.7457701475970824,Financial Services,Alliance Data Systems Corporation,20000,New York Stock Exchange,5920352030.069885,57.551145218366635,23.490196989696628,0.3071996350764246
8735,2019-11-12 00:00:00-05:00,LNT,51.68,1533213.0,39.869894584865065,51.93563611285782,51.672,51.408363887142194,0.2328297990421982,Utilities,Alliant Energy Corporation,3989,New York Stock Exchange,12158165406.221436,60.130105415134935,7.332909439596799,0.23670838573403769
9099,2019-11-12 00:00:00-05:00,ALL,110.13,2168531.0,61.41144148990406,110.76046801857666,108.47399999999999,106.18753198142336,0.6562859272872015,Financial Services,Allstate Corporation (The),42900,New York Stock Exchange,37844421387.904366,38.58855851009594,20.67150221784534,0.45109650488347325
9463,2019-11-12 00:00:00-05:00,GOOGL,1297.21,1518702.0,64.10020846724713,1313.7404859551802,1300.4880000000005,1287.2355140448205,0.6286854505891349,Technology,Alphabet Inc.,94372,Nasdaq Global Select,904513187016.3248,35.89979153275287,19.802105143142857,0.47135236348779586
10191,2019-11-12 00:00:00-05:00,MO,47.0,7163721.0,65.28099762505384,47.12168198643744,46.34200000000007,45.56231801356267,1.0118103868491566,Consumer Defensive,Altria Group Inc.,8300,New York Stock Exchange,89092833429.79922,34.71900237494616,31.870291590566545,0.5204541918705027
10555,2019-11-12 00:00:00-05:00,AMZN,1778.0,2174239.0,50.465522248877704,1800.5896327081116,1783.9000000000049,1767.2103672918988,1.8513802238225323,Consumer Cyclical,Amazon.com Inc.,566000,Nasdaq Global Select,883588543477.1866,49.534477751122296,58.31619570512229,0.5600039011979091
10919,2019-11-12 00:00:00-05:00,AEE,74.2,2114843.0,36.77441867612973,75.67976266108222,74.45799999999997,73.23623733891772,1.0410738505076524,Utilities,Ameren Corporation,8615,New York Stock Exchange,18150288997.393944,63.22558132387027,32.79207167352218,0.3138860052105889
11283,2019-11-12 00:00:00-05:00,AAL,29.52,9436390.0,49.93936278114648,31.59855962372275,30.544000000000032,29.48944037627732,0.8862516460510892,Industrials,American Airlines Group Inc.,130500,Nasdaq Global Select,13992231735.595102,50.06063721885352,27.915272873052345,0.38406060823766824
11647,2019-11-12 00:00:00-05:00,AEP,88.5,2715817.0,30.84666876541912,92.04415923063814,89.53199999999994,87.0198407693617,0.7595721962617591,Utilities,American Electric Power Company Inc.,17666,New York Stock Exchange,43509811399.79875,69.15333123458088,23.924952550813874,0.22344132528320135
12011,2019-11-12 00:00:00-05:00,AXP,120.89,2232624.0,58.8789722271434,122.0850060532008,120.84600000000023,119.60699394679966,0.29146463208096235,Financial Services,American Express Company,55000,New York Stock Exchange,103403794503.85538,41.1210277728566,9.179868565601366,0.4050799072354404
12375,2019-11-12 00:00:00-05:00,AIG,55.41,3642479.0,58.25755300743024,55.937935478299856,55.56599999999996,55.19406452170006,1.1111057119085694,Financial Services,American International Group Inc.,49800,New York Stock Exchange,48732982972.18072,41.74244699256976,34.998029784462794,0.47906400862478277
12739,2019-11-12 00:00:00-05:00,AMT,206.75,1765347.0,35.349385146611546,208.46431333567728,206.72800000000026,204.99168666432323,1.1502885608167128,Communication Services,American Tower Corporation (REIT),4752,New York Stock Exchange,90043416178.20468,64.65061485338845,36.23226405483088,0.32580132001446427
13103,2019-11-12 00:00:00-05:00,AWK,115.38,878856.0,31.95434208467857,122.0223965197858,117.402,112.7816034802142,0.7255838308211605,Utilities,American Water Works Company Inc.,6900,New York Stock Exchange,20576042611.493404,68.04565791532143,22.85434113307537,0.225639410420327
13467,2019-11-12 00:00:00-05:00,AMP,158.9,1251274.0,71.95748994575163,159.14461283481575,158.28599999999992,157.4273871651841,0.6305940965374028,Financial Services,Ameriprise Financial Inc.,13000,New York Stock Exchange,22166477401.801155,28.042510054248368,19.86222624982588,0.5381580612700736
13831,2019-11-12 00:00:00-05:00,ABC,85.54,1286174.0,50.72387767955833,86.49445697110582,84.88799999999999,83.28154302889419,0.3201132722169893,Healthcare,AmerisourceBergen Corporation,20000,New York Stock Exchange,18590559823.143887,49.27612232044167,10.082282107256278,0.33549150484844736
14195,2019-11-12 00:00:00-05:00,AME,96.25,1971786.0,74.09402801738094,96.5788105619952,96.344,96.1091894380048,0.5052728195319091,Industrials,AMETEK Inc.,16900,New York Stock Exchange,22347169608.91705,25.905971982619064,15.914687487417881,0.5481930630449396
14559,2019-11-12 00:00:00-05:00,AMGN,221.31,3138909.0,75.66091301919604,223.4210080377435,219.50199999999995,215.5829919622564,0.5936871947471772,Healthcare,Amgen Inc.,20800,Nasdaq Global Select,139766580475.6179,24.339086980803955,18.69968283422604,0.5672254961521005
14923,2019-11-12 00:00:00-05:00,APH,101.51,986654.0,56.18599088598847,103.33324200480423,102.36000000000016,101.38675799519609,0.9093063604385572,Technology,Amphenol Corporation,70000,New York Stock Exchange,30246590814.72052,43.81400911401153,28.64148138987735,0.4357884448583199
15287,2019-11-12 00:00:00-05:00,ADI,113.26,2729454.0,56.980344813720464,113.53818500308859,112.63000000000015,111.72181499691168,0.8368240612568019,Technology,Analog Devices Inc.,15300,Nasdaq Global Select,42255291351.6759,43.019655186279536,26.358336081711602,0.43328291190436236
15651,2019-11-12 00:00:00-05:00,ANSS,230.21,453649.0,62.986194569754296,232.7729168743048,225.16399999999993,217.555083125695,-0.5177335981697324,Technology,ANSYS Inc.,2900,Nasdaq Global Select,19478249626.222054,37.013805430245704,16.307193914562227,0.4534450220587583
16015,2019-11-12 00:00:00-05:00,ANTM,283.67,1575346.0,71.68739974524277,284.8716708287102,280.4,275.92832917128976,0.21589531044189675,Healthcare,Anthem Inc.,56000,New York Stock Exchange,72807838988.31387,28.31260025475723,6.7994840567041885,0.5148329912732014
16379,2019-11-12 00:00:00-05:00,AON,195.0,718686.0,55.91390035226628,195.08041107222343,194.61800000000005,194.15558892777665,0.1237134747953438,Financial Services,Aon plc Class A (UK),50000,New York Stock Exchange,46681182808.01585,44.08609964773372,3.895816155293167,0.3737873033583808
16743,2019-11-12 00:00:00-05:00,AOS,52.05,1024237.0,62.36865626895845,52.208222124325886,51.956,51.703777875674135,0.7088680363402089,Industrials,A.O. Smith Corporation,16100,New York Stock Exchange,8892089526.471418,37.63134373104155,22.327804472783363,0.46389035788341015
17107,2019-11-12 00:00:00-05:00,APA,23.8,4774627.0,54.23095672495699,24.513508744337567,23.955999999999968,23.398491255662364,0.5811841146013326,Energy,Apache Corporation,3356,New York Stock Exchange,8926951636.879509,45.76904327504301,18.3058439370765,0.38428440181830065
17471,2019-11-12 00:00:00-05:00,AIV,52.82,828534.0,41.38281351886251,53.67178120324722,53.15999999999998,52.64821879675274,0.6857727244015903,Real Estate,Apartment Investment and Management Company,1350,New York Stock Exchange,8041038623.151808,58.61718648113749,21.60031715948696,0.29099194202902956
17835,2019-11-12 00:00:00-05:00,AAPL,261.96,23176350.0,79.05119792428331,263.82228003318403,260.1940000000003,256.56571996681663,1.009381201179079,Technology,Apple Inc.,123000,Nasdaq Global Select,1229487028904.629,20.948802075716685,31.79377382101575,0.6314553246639374
18199,2019-11-12 00:00:00-05:00,AMAT,56.42,5606126.0,62.74983888504046,56.74882934708818,56.16000000000002,55.57117065291186,0.8213210732333923,Technology,Applied Materials Inc.,18400,Nasdaq Global Select,54864988370.02543,37.25016111495954,25.870002036465056,0.4782829282175383
18563,2019-11-12 00:00:00-05:00,APTV,95.18,1442652.0,62.903474069963906,97.2556130533378,96.03600000000013,94.81638694666249,0.08742060962260989,Consumer Cyclical,Aptiv PLC,147000,New York Stock Exchange,25405210882.116745,37.096525930036094,2.752614493998781,0.4348925355608507
18927,2019-11-12 00:00:00-05:00,ADM,43.24,2805929.0,64.18693486109115,43.782161798575075,43.300000000000026,42.817838201424976,0.8124235132034439,Consumer Defensive,Archer-Daniels-Midland Company,31300,New York Stock Exchange,24111590811.15912,35.813065138908854,25.589734679250576,0.48912227954328014
19291,2019-11-12 00:00:00-05:00,ARNC,29.5,3749354.0,70.71641707958062,29.80185072548696,29.265999999999984,28.73014927451301,0.04230676846492189,Industrials,Arconic Inc.,41500,New York Stock Exchange,14616462890.223328,29.283582920419377,1.3315578231248963,0.5035191714435928
19655,2019-11-12 00:00:00-05:00,ANET,193.97,945639.0,32.97671591073169,195.6207750967741,192.52399999999975,189.42722490322535,1.2393771069359405,Technology,Arista Networks Inc.,1800,New York Stock Exchange,14925849820.947485,67.02328408926832,39.03849534687882,0.33006816196802524
20019,2019-11-12 00:00:00-05:00,AJG,91.49,1048249.0,57.93109192893997,91.81328387450549,91.36400000000013,90.91471612549476,0.11702151390980328,Financial Services,Arthur J. Gallagher & Co.,26800,New York Stock Exchange,16585807768.660376,42.06890807106003,3.685023737410039,0.391451236788924
20383,2019-11-12 00:00:00-05:00,AIZ,130.61,573415.0,65.13368892538467,131.51103427315493,128.95800000000003,126.40496572684509,0.3203738193250975,Financial Services,Assurant Inc.,14750,New York Stock Exchange,8111354831.900002,34.866311074615325,10.090489171796847,0.4609369333852447
20747,2019-11-12 00:00:00-05:00,ATO,107.0,952484.0,33.68514221915075,109.0304002510955,107.756,106.4815997489045,0.5202970512361097,Utilities,Atmos Energy Corporation,4565,New York Stock Exchange,11884049607.967285,66.31485778084925,16.3879410198179,0.209500874806925
21111,2019-11-12 00:00:00-05:00,T,39.17,18899882.0,61.63984349429802,39.504504691643255,39.318000000000005,39.13149530835674,0.6723577274086999,Communication Services,AT&T Inc.,273210,New York Stock Exchange,283479277358.8643,38.36015650570198,21.1777534744337,0.4544480992565447
21475,2019-11-12 00:00:00-05:00,ADSK,158.06,1778792.0,68.31406032650631,158.20319108902513,153.45399999999995,148.70480891097478,0.4802770575680436,Technology,Autodesk Inc.,8800,Nasdaq Global Select,34618993208.943306,31.685939673493692,15.127337233685969,0.49680212751924047
21839,2019-11-12 00:00:00-05:00,ADP,166.36,2060699.0,60.065950898833464,167.18046923021598,162.85400000000004,158.52753076978408,0.8503011634784854,Industrials,Automatic Data Processing Inc.,57000,Nasdaq Global Select,73169010843.53519,39.934049101166536,26.78285604110125,0.4596633724473197
22203,2019-11-12 00:00:00-05:00,AZO,1166.97,251200.0,64.96133187209554,1177.7450123175486,1167.3939999999998,1157.0429876824512,0.6766068431507094,Consumer Cyclical,AutoZone Inc.,90000,New York Stock Exchange,29180378504.35257,35.03866812790446,21.311597858231394,0.48265237267725286
22567,2019-11-12 00:00:00-05:00,AVB,208.99,638501.0,35.942574260543495,212.54068191121516,210.1499999999996,207.7593180887841,0.9407545104666116,Real Estate,AvalonBay Communities Inc.,3112,New York Stock Exchange,28429399153.814064,64.0574257394565,29.632077673350626,0.2901218306425557
22931,2019-11-12 00:00:00-05:00,AVY,133.89,447311.0,77.78037865609683,134.61913528773385,133.17400000000015,131.72886471226644,-0.33681480135003355,Industrials,Avery Dennison Corporation,30000,New York Stock Exchange,11375983626.25588,22.21962134390317,10.608369418362184,0.572200984745752
23295,2019-11-12 00:00:00-05:00,BLL,64.37,1973653.0,31.8610752631178,66.72525642899272,65.05799999999996,63.390743571007214,0.9753082797821352,Consumer Cyclical,Ball Corporation,18300,New York Stock Exchange,21781855845.333267,68.1389247368822,30.720498945616743,0.2695894763213015
23659,2019-11-12 00:00:00-05:00,BAC,33.09,38304733.0,72.41275033464795,33.4501176266982,33.110000000000035,32.769882373301876,0.7904608767233078,Financial Services,Bank of America Corporation,205000,New York Stock Exchange,326507189226.07355,27.587249665352047,24.897925906617235,0.5551717954833758
24023,2019-11-12 00:00:00-05:00,BK,48.9,4322298.0,69.50248495687407,49.46697416312967,49.13799999999997,48.80902583687027,0.8717473945017249,Financial Services,Bank of New York Mellon Corporation (The),52000,New York Stock Exchange,48184794980.06884,30.49751504312593,27.45839837752417,0.5388781106122993
24387,2019-11-12 00:00:00-05:00,BAX,80.1,5025243.0,44.9381821188966,80.20952141852948,78.76799999999987,77.32647858147027,1.0965834304218236,Healthcare,Baxter International Inc.,47000,New York Stock Exchange,42188699985.41271,55.0618178811034,34.540587357627196,0.3793496692076876
24751,2019-11-12 00:00:00-05:00,BBT,54.44,4542395.0,57.666460999167796,55.41830225919672,54.73,54.04169774080327,0.8684651803852671,Financial Services,BB&T Corporation,36484,New York Stock Exchange,41887256001.6067,42.333539000832204,27.35501076641108,0.44251063635140986
25115,2019-11-12 00:00:00-05:00,BDX,242.36,1083649.0,40.70227032541166,251.13984877867267,244.9899999999999,238.840151221327,0.17254577701782828,Healthcare,Becton Dickinson and Company,41933,New York Stock Exchange,63257624818.28375,59.29772967458834,5.434001932576855,0.24134619642378977
25479,2019-11-12 00:00:00-05:00,BRK.B,220.89,3197267.0,70.67225183548412,223.00063093017826,221.55799999999957,220.1153690698209,0.5998934516952228,Financial Services,Berkshire Hathaway Inc.,377000,New York Stock Exchange,284356865519.9797,29.32774816451588,18.895175893802822,0.5249560961473138
25843,2019-11-12 00:00:00-05:00,BBY,75.19,2287864.0,61.68039191375784,77.21438089839653,75.87000000000002,74.52561910160352,0.9812390582109995,Consumer Cyclical,Best Buy Co. Inc.,125000,New York Stock Exchange,21063512538.83516,38.31960808624216,30.907314610910102,0.48815818514648535
26207,2019-11-12 00:00:00-05:00,BIIB,291.4,2175769.0,67.56243211765272,296.3071933918048,290.93200000000024,285.5568066081956,0.8342779902776655,Healthcare,Biogen Inc.,7300,Nasdaq Global Select,58289874114.853264,32.43756788234728,26.27813650090505,0.5191084097072923
26571,2019-11-12 00:00:00-05:00,BLK,486.79,411718.0,70.90508507983905,491.8493146468508,488.6979999999994,485.54668535314806,0.940273842683664,Financial Services,BlackRock Inc.,14100,New York Stock Exchange,76469005217.61218,29.094914920160946,29.616936950638845,0.5575440544597798
26935,2019-11-12 00:00:00-05:00,HRB,24.58,2228458.0,50.72440673221463,25.369916382106997,24.772000000000034,24.17408361789307,1.0534781854028072,Consumer Cyclical,H&R Block Inc.,2700,New York Stock Exchange,5014321298.288231,49.27559326778537,33.1828001594629,0.4141275065238948
27299,2019-11-12 00:00:00-05:00,BA,362.88,6167198.0,54.22486777856707,370.0263071425178,358.46799999999985,346.909692857482,0.03632646282585099,Industrials,The Boeing Company,140800,New York Stock Exchange,209521592736.56296,45.77513222143293,1.1431820829044654,0.357768753583959
27663,2019-11-12 00:00:00-05:00,BWA,45.72,1334852.0,73.28672287734716,46.89374811877657,45.81400000000005,44.734251881223535,1.013602718635833,Consumer Cyclical,BorgWarner Inc.,29000,New York Stock Exchange,9522228574.968323,26.71327712265284,31.926748876767757,0.5849150732658651
28027,2019-11-12 00:00:00-05:00,BXP,135.62,704613.0,55.2398368251377,139.79997639266873,137.68200000000022,135.56402360733165,0.14296664846969828,Real Estate,Boston Properties Inc.,740,New York Stock Exchange,20711698997.72,44.7601631748623,4.502278610791094,0.36825100326253296
28391,2019-11-12 00:00:00-05:00,BSX,41.22,7327366.0,55.7177771890285,41.350981698156275,40.667999999999964,39.98501830184368,0.5997104018820317,Healthcare,Boston Scientific Corporation,29000,New York Stock Exchange,55905901128.4402,44.2822228109715,18.889409943676164,0.3983841025346119
28755,2019-11-12 00:00:00-05:00,BMY,58.39,10749391.0,79.37027529282797,58.82836501329235,57.819999999999965,56.811634986707574,0.6604628445620607,Healthcare,Bristol-Myers Squibb Company,23700,New York Stock Exchange,93894001909.88516,20.62972470717203,20.803072396859363,0.6035814310509336
29119,2019-11-12 00:00:00-05:00,AVGO,315.53,1832945.0,71.22285866962477,315.8062250703853,313.31799999999964,310.829774929614,0.4655053957016887,Technology,Broadcom Inc.,14000,Nasdaq Global Select,129757587380.4798,28.77714133037523,14.662039486998758,0.5210832555488665
29483,2019-11-12 00:00:00-05:00,BR,118.23,503840.0,38.300661452894026,121.2185542327861,118.74999999999982,116.28144576721351,1.1589296380473526,Industrials,Broadridge Financial Solutions Inc.Common Stock,10000,New York Stock Exchange,13957633868.554813,61.699338547105974,36.50445237059004,0.3460459366845812
29847,2019-11-12 00:00:00-05:00,CHRW,75.5,1874697.0,34.46164703166129,80.25012232129593,77.63400000000007,75.01787767870418,1.145018022464677,Industrials,C.H. Robinson Worldwide Inc.,15074,Nasdaq Global Select,10434175587.307268,65.5383529683387,36.0662455227782,0.3192962724013203
30211,2019-11-12 00:00:00-05:00,COG,17.8,8735357.0,44.714796684272955,18.719236794502926,18.130000000000017,17.540763205497107,0.4220430086323447,Energy,Cabot Oil & Gas Corporation,468,New York Stock Exchange,7645184310.038852,55.285203315727045,13.293002546404106,0.29070843326925117
30575,2019-11-12 00:00:00-05:00,CDNS,67.58,984344.0,56.646526794647635,67.73827835542892,67.22799999999998,66.71772164457104,0.4807193510748818,Technology,Cadence Design Systems Inc.,7200,Nasdaq Global Select,18975487339.03846,43.353473205352365,15.141269191644941,0.39663915530987354
30939,2019-11-12 00:00:00-05:00,CPB,46.38,1351158.0,47.7207723885716,46.69785872888689,46.34399999999997,45.99014127111306,0.5319642982160843,Consumer Defensive,Campbell Soup Company,23000,New York Stock Exchange,14114001319.200003,52.2792276114284,16.75545171556367,0.32542241502374475
31303,2019-11-12 00:00:00-05:00,COF,97.21,2898010.0,66.20829916332663,97.73854625665912,97.24400000000006,96.74945374334101,0.7566468106759947,Financial Services,Capital One Financial Corporation,47600,New York Stock Exchange,46842723378.31001,33.79170083667337,23.832804806466452,0.500322054377668
31667,2019-11-12 00:00:00-05:00,CAH,54.03,3579481.0,70.87933314141262,55.08413611507135,53.218000000000075,51.3518638849288,0.5575864152978072,Healthcare,Cardinal Health Inc.,50200,New York Stock Exchange,16727632096.583303,29.120666858587384,17.562531748355095,0.52379091699795
32031,2019-11-12 00:00:00-05:00,KMX,95.26,1121875.0,61.10918432520568,95.29428062430942,94.33200000000002,93.36971937569064,0.8296238378172177,Consumer Cyclical,CarMax Inc,25110,New York Stock Exchange,16950857059.974203,38.89081567479432,26.13153372376475,0.4658089184243546
32395,2019-11-12 00:00:00-05:00,CCL,44.48,2478443.0,53.97605560628846,45.29120438780325,44.72600000000005,44.16079561219686,0.6384027643330829,Consumer Cyclical,Carnival Corporation,99200,New York Stock Exchange,32196594738.47632,46.02394439371154,20.108194209479393,0.3874899636174386
32759,2019-11-12 00:00:00-05:00,CAT,146.34,2984854.0,67.34529503494745,149.01224253012026,146.99999999999991,144.98775746987957,0.6031458413951171,Industrials,Caterpillar Inc.,64940,New York Stock Exchange,85997395245.69806,32.654704965052545,18.997624055181088,0.496843259138671
33123,2019-11-12 00:00:00-05:00,CBOE,115.88,421316.0,52.34507490460862,116.10552685481791,115.142,114.17847314518214,-0.01844738812085903,Financial Services,Cboe Global Markets Inc.,889,Cboe Global Markets EDGX,12954725296.23649,47.65492509539138,0.5800028517285002,0.3410777618273406
33487,2019-11-12 00:00:00-05:00,CBS,37.76,10308201.0,49.45950933795608,39.44997361453725,37.93400000000006,36.418026385462866,0.8527211138097054,Consumer Cyclical,CBS Corporation Class B,16730,New York Stock Exchange,14086678621.155678,50.54049066204392,26.859082903481323,0.37584163562791983
33851,2019-11-12 00:00:00-05:00,CDW,133.82,1015617.0,70.25053089410329,134.4002145676376,133.46799999999985,132.5357854323621,0.4203059940481856,Technology,CDW Corporation,8726,Nasdaq Global Select,19873483630.99575,29.749469105896708,13.238287716124047,0.5102184003286766
34215,2019-11-12 00:00:00-05:00,CE,126.94,497041.0,64.30031314350808,128.0089026654795,126.35999999999987,124.7110973345202,0.30582977668126404,Basic Materials,Celanese Corporation,7592,New York Stock Exchange,16975923100.985266,35.69968685649192,9.63236128265851,0.45304603856982084
34579,2019-11-12 00:00:00-05:00,CELG,110.0,5233787.0,82.83503531857153,110.47982643382387,109.27000000000002,108.06017356617619,0.6730490224088087,Healthcare,Celgene Corporation,7467,Nasdaq Global Select,77282136596.26704,17.164964681428472,21.19952881757091,0.6341021674754712
34943,2019-11-12 00:00:00-05:00,CNC,55.2,4714785.0,68.34781899883015,56.82177895290226,53.62799999999992,50.434221047097566,0.906078921006754,Healthcare,Centene Corporation,33700,New York Stock Exchange,11324780742.741177,31.65218100116985,28.5398191457254,0.5330210844930052
35307,2019-11-12 00:00:00-05:00,CNP,27.94,4252218.0,37.7791240119741,29.471704019543342,28.437999999999928,27.40429598045652,0.42104516936907777,Utilities,CenterPoint Energy Inc (Holding Co),7977,New York Stock Exchange,13912389706.934008,62.2208759880259,13.261571258242032,0.23229399375489432
35671,2019-11-12 00:00:00-05:00,CTL,14.62,19207657.0,68.63465724184012,15.75765784660115,14.541999999999973,13.326342153398794,0.3780422582095052,Communication Services,CenturyLink Inc.,47000,New York Stock Exchange,15626163926.790815,31.365342758159883,11.907007510129583,0.49407073902132703
36035,2019-11-12 00:00:00-05:00,CERN,67.01,2362095.0,47.6500382386837,67.56692401897143,66.876,66.18507598102858,-0.2982298617159013,Technology,Cerner Corporation,26000,Nasdaq Global Select,21842544439.717567,52.3499617613163,9.392968901463265,0.3076602041525232
36399,2019-11-12 00:00:00-05:00,CF,47.91,3021574.0,53.48342752772376,47.92644830917858,46.80199999999998,45.67755169082138,0.9806240522736176,Basic Materials,CF Industries Holdings Inc.,3000,New York Stock Exchange,10944509933.239964,46.51657247227624,30.887942323658198,0.42427242431496553
36763,2019-11-12 00:00:00-05:00,SCHW,43.48,4104581.0,65.131549495939,43.72546627105561,43.36599999999997,43.00653372894433,0.6491032910968614,Financial Services,Charles Schwab Corporation (The),18700,New York Stock Exchange,59167823383.510216,34.868450504061,20.44525384681734,0.481744781366409
